CG_ID,label,description
17830,RO,Read Only
17831,RO,Read Only
17832,MDs,Not Specified
17833,RO,Read Only
17834,Res,Resident/Fellow/PA/NP
17835,RN,RN
17836,CRA,Read Only
17837,MD,Attending
17838,Res,Resident/Fellow/PA/NP
17839,MD,Attending
17840,RO,Read Only
17841,Res,Resident/Fellow/PA/NP
17842,Res,Resident/Fellow/PA/NP
17843,Res,Resident/Fellow/PA/NP
17844,RA,Not Specified
17845,std,Not Specified
17846,Res,Resident/Fellow/PA/NP
17847,Res,Resident/Fellow/PA/NP
17848,RO,Read Only
17849,Res,Resident/Fellow/PA/NP
17850,Res,Resident/Fellow/PA/NP
17851,Res,Resident/Fellow/PA/NP
17852,Res,Resident/Fellow/PA/NP
17853,RO,Read Only
17854,RA,Research Assistant
17855,Res,Resident/Fellow/PA/NP
17856,Res,Resident/Fellow/PA/NP
17857,RT,Respiratory
17858,RN,Not Specified
17859,ms,Not Specified
17860,RPH,Pharmacist
17861,RO,Read Only
17862,RO,Read Only
17863,Res,Resident/Fellow/PA/NP
17864,DI,Dietitian
17865,Res,Resident/Fellow/PA/NP
17866,Studen,Resident/Fellow/PA/NP
17867,RN,RN
17868,respst,Not Specified
17869,RO,Read Only
17870,RO,Read Only
17871,RO,Read Only
17872,Res,Not Specified
17873,RN,RN
17874,RN,Not Specified
17875,MD,Not Specified
17876,RO,Read Only
17877,RN,RN
17878,MD,Not Specified
17879,RO,Read Only
17880,RO,Read Only
17881,RN,Not Specified
17882,RO,Read Only
17883,RT,Respiratory
17884,DI,Dietitian
17885,MD,Not Specified
17886,RO,Read Only
17887,RO,Read Only
17888,MD,Resident/Fellow/PA/NP
17889,MDs,Resident/Fellow/PA/NP
17890,MDs,Not Specified
17891,Res,Resident/Fellow/PA/NP
17892,RN,Not Specified
17893,OTR/L,Not Specified
17894,RN,Read Only
17895,RO,Read Only
17896,UCO,UCO
17897,Rehab,Rehabilitation
17898,MD,Not Specified
17899,RO,Read Only
17900,Res,Resident/Fellow/PA/NP
17901,Res,Resident/Fellow/PA/NP
17902,SW,Social Worker
17903,Res,Resident/Fellow/PA/NP
17904,Rehab,Rehabilitation
17905,RO,Read Only
17906,Res,Resident/Fellow/PA/NP
17907,Res,Resident/Fellow/PA/NP
17908,Res,Resident/Fellow/PA/NP
17909,RA,Research Assistant
17910,MD,Attending
17911,Res,Resident/Fellow/PA/NP
17912,RPH,Pharmacist
17913,Res,Resident/Fellow/PA/NP
17914,RO,Read Only
17915,Res,Resident/Fellow/PA/NP
17916,Res,Resident/Fellow/PA/NP
17917,std,Not Specified
17918,Rehab,Rehabilitation
17919,RN,Not Specified
17920,Res,Resident/Fellow/PA/NP
17921,MD,Attending
17922,Res,Resident/Fellow/PA/NP
17923,Res,Resident/Fellow/PA/NP
17924,SW,Social Worker
17925,Res,Resident/Fellow/PA/NP
17926,Res,Resident/Fellow/PA/NP
17927,RO,Read Only
17928,Rehab,Rehabilitation
17929,Res,Resident/Fellow/PA/NP
17930,Res,Resident/Fellow/PA/NP
17931,MD,Attending
17932,Res,Resident/Fellow/PA/NP
17933,RA,Research Assistant
17934,RO,Read Only
17935,RT,Respiratory
17936,Rehab,Rehabilitation
17937,SW,Social Worker
17938,MD,Not Specified
17939,Res,Resident/Fellow/PA/NP
17940,Res,Resident/Fellow/PA/NP
17941,RT,Respiratory
17942,SRT,Not Specified
17943,RN,Not Specified
17944,RN,RN
17945,Res,Not Specified
17946,RN,RN
17947,RN,Not Specified
17948,MS,Resident/Fellow/PA/NP
17949,RN,Not Specified
17950,RN,RN
17951,RO,Read Only
17952,RO,Read Only
17953,RN CM,Not Specified
17954,RN,Not Specified
17955,RN,Not Specified
17956,CoWker,Not Specified
17957,RPHS,Not Specified
17958,RRT,Not Specified
17959,RN,Not Specified
17960,RO,Read Only
17961,RO,Read Only
17962,MS,Not Specified
17963,RO,Read Only
17964,RN,Not Specified
17965,NP,Not Specified
17966,RO,Read Only
17967,RO,Read Only
17968,RO,Read Only
17969,MD,Not Specified
17970,MD,Not Specified
17971,RN,RN
17972,PT,Not Specified
17973,std,Not Specified
17974,MD,Resident/Fellow/PA/NP
17975,RN,RN
17976,MD,Not Specified
17977,PCT,PCT/NA
17978,RO,Read Only
17979,CoOp S,PCT/NA
17980,MD,Not Specified
17981,RO,Read Only
17982,RN,Not Specified
17983,DI,Not Specified
17984,RO,Read Only
17985,RO,Read Only
17986,RN,Not Specified
17987,RO,Read Only
17988,Res,Resident/Fellow/PA/NP
17989,RO,Read Only
17990,Res,Resident/Fellow/PA/NP
17991,Res,Resident/Fellow/PA/NP
17992,CM,Case Manager
17993,RN,RN
17994,Res,Resident/Fellow/PA/NP
17995,Res,Resident/Fellow/PA/NP
17996,Res,Resident/Fellow/PA/NP
17997,Res,Resident/Fellow/PA/NP
17998,Res,Resident/Fellow/PA/NP
17999,RPH,Pharmacist
18000,MD,Not Specified
18001,Res,Resident/Fellow/PA/NP
18002,RO,Read Only
18003,Res,Resident/Fellow/PA/NP
18004,RN,RN
18005,Res,Resident/Fellow/PA/NP
18006,RN,Not Specified
18007,RO,Read Only
18008,RO,Read Only
18009,MD,Not Specified
18010,RRT,Read Only
18011,Md,Read Only
18012,RN,RN
18013,Rehab,Rehabilitation
18014,RN,Not Specified
18015,RN,RN
18016,RN,RN
18017,Res,Resident/Fellow/PA/NP
18018,Res,Resident/Fellow/PA/NP
18019,Res,Resident/Fellow/PA/NP
18020,RD,Dietitian
18021,Res,Resident/Fellow/PA/NP
18022,PCT,PCT/NA
18023,MD,Attending
18024,RT,Respiratory
18025,RPH,Pharmacist
18026,RD,Dietitian
18027,Res,Resident/Fellow/PA/NP
18028,RO,Read Only
18029,Res,Resident/Fellow/PA/NP
18030,Ph.Stu,Not Specified
18031,PC,Pastoral Care
18032,Res,Resident/Fellow/PA/NP
18033,RO,Read Only
18034,Res,Resident/Fellow/PA/NP
18035,Res,Resident/Fellow/PA/NP
18036,MD,Attending
18037,RO,Read Only
18038,RN,Not Specified
18039,MD,Not Specified
18040,MD,Not Specified
18041,RO,Read Only
18042,Res,Resident/Fellow/PA/NP
18043,Rehab,Rehabilitation
18044,Res,Resident/Fellow/PA/NP
18045,Res,Resident/Fellow/PA/NP
18046,RPH,Pharmacist
18047,Rehab,Rehabilitation
18048,MD,Attending
18049,RO,Read Only
18050,RO,Read Only
18051,RO,Read Only
18052,MD,Not Specified
18053,MD,Not Specified
18054,MD,Not Specified
18055,RO,Read Only
18056,MD,Not Specified
18057,RO,Read Only
18058,RO,Read Only
18059,Res,Resident/Fellow/PA/NP
18060,Res,Resident/Fellow/PA/NP
18061,Res,Resident/Fellow/PA/NP
18062,MD,Resident/Fellow/PA/NP
18063,Coopst,PCT/NA
18064,RO,Read Only
18065,MS,Resident/Fellow/PA/NP
18066,MD,Not Specified
18067,MedSt,Not Specified
18068,RO,Read Only
18069,Res,Resident/Fellow/PA/NP
18070,CoOpSt,Not Specified
18071,MD,Not Specified
18072,RD Int,Not Specified
18073,RO,Read Only
18074,MDs,Not Specified
18075,MD,Not Specified
18076,RN,RN
18077,RO,Read Only
18078,RN,Not Specified
18079,RN,Not Specified
18080,RO,Read Only
18081,RO,Read Only
18082,MD,Resident/Fellow/PA/NP
18083,PA,Read Only
18084,RN,RN
18085,RO,Read Only
18086,RO,Read Only
18087,UC,Not Specified
18088,Res,Resident/Fellow/PA/NP
18089,NNP,Not Specified
18090,PCA,Not Specified
18091,MD,Read Only
18092,RO,Read Only
18093,RTS,Not Specified
18094,RO,Read Only
18095,RN,Not Specified
18096,PC,Read Only
18097,RA,Read Only
18098,RO,Read Only
18099,RO,Read Only
18100,RO,Read Only
18101,CoWker,Not Specified
18102,RN,Not Specified
18103,RO,Read Only
18104,DI,Dietitian
18105,MDs,Resident/Fellow/PA/NP
18106,MDs,Resident/Fellow/PA/NP
18107,RO,Read Only
18108,MD,Not Specified
18109,RO,Read Only
18110,RPh,Not Specified
18111,RO,Read Only
18112,PCA,Not Specified
18113,RO,Read Only
18114,RO,Read Only
18115,MDs,Resident/Fellow/PA/NP
18116,RO,Read Only
18117,RO,Read Only
18118,RO,Read Only
18119,MD,Read Only
18120,MSWint,Not Specified
18121,RN,RN
18122,SRT,Not Specified
18123,CoOp,Pharmacist
18124,RN,Not Specified
18125,RN,Read Only
18126,RN,Not Specified
18127,ISSupp,Administrator
18128,MD,Attending
18129,Res,Resident/Fellow/PA/NP
18130,Res,Resident/Fellow/PA/NP
18131,RO,Read Only
18132,RO,Read Only
18133,RO,Read Only
18134,MD,Not Specified
18135,ISOPS,Administrator
18136,MD,Not Specified
18137,PCT,PCT/NA
18138,Res,Resident/Fellow/PA/NP
18139,RO,Read Only
18140,UC,Not Specified
18141,StNur,Not Specified
18142,RO,Read Only
18143,PCT,Not Specified
18144,RN,RN
18145,RN,RN
18146,Res,Resident/Fellow/PA/NP
18147,RN,RN
18148,RO,Read Only
18149,Res,Resident/Fellow/PA/NP
18150,RN,RN
18151,Res,Resident/Fellow/PA/NP
18152,Res,Resident/Fellow/PA/NP
18153,MedSt,Not Specified
18154,Res,Resident/Fellow/PA/NP
18155,Res,Resident/Fellow/PA/NP
18156,UA,UCO
18157,Res,Resident/Fellow/PA/NP
18158,Res,Resident/Fellow/PA/NP
18159,RD,Dietitian
18160,Res,Resident/Fellow/PA/NP
18161,Res,Resident/Fellow/PA/NP
18162,SRT,Respiratory
18163,RN,Not Specified
18164,RRT,Not Specified
18165,MD,Attending
18166,SW,Social Worker
18167,RO,Read Only
18168,MD,Not Specified
18169,PCT,PCT/NA
18170,RN,RN
18171,RO,Read Only
18172,RD,Dietitian
18173,RO,Read Only
18174,CoWkr,Not Specified
18175,MD,Read Only
18176,UA,Not Specified
18177,PCT,PCT/NA
18178,Res,Resident/Fellow/PA/NP
18179,RO,Read Only
18180,MD,Resident/Fellow/PA/NP
18181,Res,Resident/Fellow/PA/NP
18182,MD,Not Specified
18183,MedStu,Not Specified
18184,RO,Read Only
18185,MDs,Not Specified
18186,MD,Not Specified
18187,RRT,Not Specified
18188,CoWker,PCT/NA
18189,Res,Resident/Fellow/PA/NP
18190,RRT,Respiratory
18191,Rehab,Rehabilitation
18192,RD,Not Specified
18193,RN,Read Only
18194,MDs,Read Only
18195,RO,Read Only
18196,RPH,Pharmacist
18197,RN,Not Specified
18198,R.Ph.,Not Specified
18199,MTASCP,Not Specified
18200,RT,Respiratory
18201,Res,Resident/Fellow/PA/NP
18202,Res,Resident/Fellow/PA/NP
18203,Res,Resident/Fellow/PA/NP
18204,MD,Not Specified
18205,Res,Resident/Fellow/PA/NP
18206,Rehab,Rehabilitation
18207,Res,Resident/Fellow/PA/NP
18208,Res,Resident/Fellow/PA/NP
18209,Res,Resident/Fellow/PA/NP
18210,Res,Resident/Fellow/PA/NP
18211,RN,RN
18212,Res,Resident/Fellow/PA/NP
18213,RO,Read Only
18214,RD,Dietitian
18215,RO,Read Only
18216,Res,Resident/Fellow/PA/NP
18217,Res,Resident/Fellow/PA/NP
18218,Rehab,Rehabilitation
18219,Res,Resident/Fellow/PA/NP
18220,Not Specified,Not Specified
18221,Res,Resident/Fellow/PA/NP
18222,RN,RN
18223,RN,Not Specified
18224,RO,Read Only
18225,CM,Case Manager
18226,RO,Read Only
18227,RO,Read Only
18228,Res,Resident/Fellow/PA/NP
18229,Res,Resident/Fellow/PA/NP
18230,Res,Resident/Fellow/PA/NP
18231,Res,Resident/Fellow/PA/NP
18232,MD,Not Specified
18233,RO,Read Only
18234,RN,RN
18235,RO,Read Only
18236,RN,Read Only
18237,RD,Not Specified
18238,RRT,Not Specified
18239,RN,Not Specified
18240,RN,RN
18241,RO,Read Only
18242,RN,Not Specified
18243,RO,Read Only
18244,MD,Read Only
18245,CM,Case Manager
18246,RN,RN
18247,RN,Not Specified
18248,RO,Read Only
18249,RN,Not Specified
18250,MD,Not Specified
18251,RN,Not Specified
18252,PT,Not Specified
18253,RN,Not Specified
18254,MD,Not Specified
18255,NNP,Not Specified
18256,CoOpSt,Not Specified
18257,SNP,Not Specified
18258,StNurs,Not Specified
18259,RO,Read Only
18260,RO,Read Only
18261,Reside,Read Only
18262,MDs,Resident/Fellow/PA/NP
18263,RO,Read Only
18264,MD,Resident/Fellow/PA/NP
18265,UCO,Not Specified
18266,StNuIV,Not Specified
18267,NS,Not Specified
18268,MD,Attending
18269,MDs,Not Specified
18270,RN,Not Specified
18271,RO,Read Only
18272,RN,Not Specified
18273,RN,Not Specified
18274,MD,Not Specified
18275,Res,Resident/Fellow/PA/NP
18276,MD,Resident/Fellow/PA/NP
18277,Res,Resident/Fellow/PA/NP
18278,Res,Resident/Fellow/PA/NP
18279,MS,Not Specified
18280,LS,Not Specified
18281,MDs,Resident/Fellow/PA/NP
18282,RNStu,Not Specified
18283,RO,Read Only
18284,RNCM,Not Specified
18285,MS,Not Specified
18286,RN,Not Specified
18287,PharmD,Not Specified
18288,RN,Not Specified
18289,MDs,Resident/Fellow/PA/NP
18290,CoWker,Not Specified
18291,PH Stu,Not Specified
18292,RN,Not Specified
18293,PT,Rehabilitation
18294,RO,Read Only
18295,RN,Not Specified
18296,RO,Read Only
18297,CoOPSt,Not Specified
18298,RO,Read Only
18299,RO,Read Only
18300,MD,Not Specified
18301,RN,RN
18302,RN,Not Specified
18303,RO,Read Only
18304,RO,Read Only
18305,RN,RN
18306,RN,Not Specified
18307,RN,Not Specified
18308,PA,PCT/NA
18309,RO,Read Only
18310,MDs,Read Only
18311,NP,Not Specified
18312,RPh,Not Specified
18313,RO,Read Only
18314,MD,Not Specified
18315,MD,Not Specified
18316,LICSW,Not Specified
18317,SNNP,Not Specified
18318,RO,Read Only
18319,RO,Read Only
18320,RN,RN
18321,MD,Not Specified
18322,RD,Dietitian
18323,UCO,Not Specified
18324,Res,Resident/Fellow/PA/NP
18325,RPH,Pharmacist
18326,Res,Resident/Fellow/PA/NP
18327,RN,RN
18328,RN,RN
18329,Rehab,Rehabilitation
18330,Res,Resident/Fellow/PA/NP
18331,Res,Resident/Fellow/PA/NP
18332,Res,Resident/Fellow/PA/NP
18333,Res,Resident/Fellow/PA/NP
18334,CoWker,Not Specified
18335,MD,Not Specified
18336,RO,Read Only
18337,Res,Resident/Fellow/PA/NP
18338,Res,Resident/Fellow/PA/NP
18339,RPH,Pharmacist
18340,Res,Resident/Fellow/PA/NP
18341,Res,Resident/Fellow/PA/NP
18342,NP,Read Only
18343,RO,Read Only
18344,Res,Resident/Fellow/PA/NP
18345,Res,Resident/Fellow/PA/NP
18346,MS,Not Specified
18347,PCT,PCT/NA
18348,MD,Not Specified
18349,MS,Not Specified
18350,SW,Social Worker
18351,RPH,Pharmacist
18352,Res,Resident/Fellow/PA/NP
18353,PCT,PCT/NA
18354,MD,Not Specified
18355,RO,Read Only
18356,RN,Not Specified
18357,RD,Dietitian
18358,RO,Read Only
18359,MD,Not Specified
18360,MD,Not Specified
18361,RN,Not Specified
18362,PA,Not Specified
18363,RO,Read Only
18364,StNurs,Not Specified
18365,RN,Not Specified
18366,RRT,Not Specified
18367,RN,Resident/Fellow/PA/NP
18368,RO,Read Only
18369,RN,RN
18370,LICSW,Not Specified
18371,LICSW,Social Worker
18372,MD,Attending
18373,CM,Case Manager
18374,PC,Pastoral Care
18375,RO,Read Only
18376,MD,Resident/Fellow/PA/NP
18377,RO,Read Only
18378,RO,Read Only
18379,CoWkr,Not Specified
18380,MD,Not Specified
18381,Not Specified,Not Specified
18382,Res,Resident/Fellow/PA/NP
18383,Res,Resident/Fellow/PA/NP
18384,Res,Resident/Fellow/PA/NP
18385,Res,Resident/Fellow/PA/NP
18386,RN,RN
18387,Res,Resident/Fellow/PA/NP
18388,RTStu,Not Specified
18389,RN,Not Specified
18390,RO,Read Only
18391,RO,Read Only
18392,MD,Not Specified
18393,MedSt,Not Specified
18394,MD,Not Specified
18395,MD,Not Specified
18396,MedStu,Not Specified
18397,Med. S,Not Specified
18398,RO,Read Only
18399,MS,Not Specified
18400,RO,Read Only
18401,RO,Read Only
18402,PCA,Not Specified
18403,RN,RN
18404,RO,Read Only
18405,RT,Respiratory
18406,Res,Resident/Fellow/PA/NP
18407,MD,Not Specified
18408,PCT,Not Specified
18409,MD,Not Specified
18410,RO,Read Only
18411,CoWkr,PCT/NA
18412,RO,Read Only
18413,MD,Read Only
18414,Res,Resident/Fellow/PA/NP
18415,RN,RN
18416,Res,Resident/Fellow/PA/NP
18417,RN,RN
18418,RN,RN
18419,RO,Read Only
18420,RO,Read Only
18421,RO,Read Only
18422,RN,Not Specified
18423,RN,Not Specified
18424,RN,RN
18425,MDs,Read Only
18426,SWInt,Not Specified
18427,UC,Not Specified
18428,RRT,Respiratory
18429,RO,Read Only
18430,RO,Read Only
18431,RO,Read Only
18432,RO,Read Only
18433,RN,Not Specified
18434,MD,Not Specified
18435,UCO,Not Specified
18436,LICSW,Not Specified
18437,RN,RN
18438,MD,Resident/Fellow/PA/NP
18439,RO,Read Only
18440,Admin,Administrator
18441,Res,Resident/Fellow/PA/NP
18442,Res,Resident/Fellow/PA/NP
18443,RN,RN
18444,CM,Case Manager
18445,RN,RN
18446,RT,Respiratory
18447,Res,Resident/Fellow/PA/NP
18448,RN,Not Specified
18449,Res,Resident/Fellow/PA/NP
18450,RO,Read Only
18451,Res,Resident/Fellow/PA/NP
18452,Res,Resident/Fellow/PA/NP
18453,Rehab,Rehabilitation
18454,RO,Read Only
18455,CM,Case Manager
18456,RN,RN
18457,CoWker,Not Specified
18458,Res,Resident/Fellow/PA/NP
18459,MS,Not Specified
18460,MD,Attending
18461,RN,Not Specified
18462,RN,RN
18463,Res,Resident/Fellow/PA/NP
18464,RN,RN
18465,UCO,UCO
18466,MDs,Resident/Fellow/PA/NP
18467,Res,Resident/Fellow/PA/NP
18468,SW,Social Worker
18469,RN,RN
18470,Res,Resident/Fellow/PA/NP
18471,IMD,IMD
18472,RO,Read Only
18473,MD,Read Only
18474,SW,Social Worker
18475,MD,Not Specified
18476,MD,Attending
18477,MD,Not Specified
18478,MD,Attending
18479,RA,Research Assistant
18480,MD,Attending
18481,PC,Pastoral Care
18482,RO,Read Only
18483,MDs,Not Specified
18484,PCT,PCT/NA
18485,PCA,Not Specified
18486,MS,Dietitian
18487,Res,Resident/Fellow/PA/NP
18488,RN,RN
18489,Res,Resident/Fellow/PA/NP
18490,Res,Resident/Fellow/PA/NP
18491,Res,Resident/Fellow/PA/NP
18492,MD,Resident/Fellow/PA/NP
18493,Rehab,Rehabilitation
18494,RO,Read Only
18495,Res,Resident/Fellow/PA/NP
18496,RO,Read Only
18497,MD,Not Specified
18498,MD,Resident/Fellow/PA/NP
18499,RO,Read Only
18500,RO,Read Only
18501,MD,Attending
18502,RRT,Not Specified
18503,Res,Resident/Fellow/PA/NP
18504,MDs,Not Specified
18505,UA,UCO
18506,Rehab,Rehabilitation
18507,RN,Not Specified
18508,RN,RN
18509,RO,Read Only
18510,MD,Not Specified
18511,RO,Read Only
18512,MD,Not Specified
18513,RPh,Pharmacist
18514,MD,Not Specified
18515,MD,Not Specified
18516,RO,Read Only
18517,RO,Read Only
18518,MedStu,Not Specified
18519,RO,Read Only
18520,Res,Resident/Fellow/PA/NP
18521,PCT,PCT/NA
18522,RN,RN
18523,RN,RN
18524,RN,Not Specified
18525,RO,Read Only
18526,Res,Resident/Fellow/PA/NP
18527,MD,Not Specified
18528,MD,Resident/Fellow/PA/NP
18529,MD,Not Specified
18530,MD,Read Only
18531,NP,Not Specified
18532,StNuIV,Read Only
18533,MD,Not Specified
18534,RO,Read Only
18535,MD,Not Specified
18536,RN,Not Specified
18537,MDs,Resident/Fellow/PA/NP
18538,RO,Read Only
18539,RN,RN
18540,ISSupp,Not Specified
18541,RPh,Not Specified
18542,Rehab,Rehabilitation
18543,BSMT,Not Specified
18544,RN,Not Specified
18545,RN,Not Specified
18546,MSIV,Not Specified
18547,PharmD,Pharmacist
18548,RO,Read Only
18549,MDs,Read Only
18550,Not Specified,Not Specified
18551,RO,Read Only
18552,RN,Not Specified
18553,Co-Wk,Not Specified
18554,rts,Not Specified
18555,MD,Read Only
18556,RO,Read Only
18557,RN,RN
18558,MD,Not Specified
18559,RN,Not Specified
18560,PS,Not Specified
18561,MedSt,Not Specified
18562,RO,Read Only
18563,RO,Read Only
18564,MSIV,Not Specified
18565,RN,RN
18566,RN,RN
18567,RO,Read Only
18568,RO,Read Only
18569,MD,Not Specified
18570,RO,Read Only
18571,RO,Read Only
18572,RN,RN
18573,RO,Read Only
18574,RO,Read Only
18575,RN,Not Specified
18576,RN,RN
18577,UC,Not Specified
18578,RO,Read Only
18579,RN,RN
18580,Res,Resident/Fellow/PA/NP
18581,RN,Not Specified
18582,RO,Read Only
18583,RO,Read Only
18584,PCT,Not Specified
18585,RN,Not Specified
18586,UCO,Not Specified
18587,MD,Not Specified
18588,MS,Not Specified
18589,Res,Resident/Fellow/PA/NP
18590,RO,Read Only
18591,RO,Read Only
18592,RN,RN
18593,MD,Not Specified
18594,AA,Not Specified
18595,RPh,Pharmacist
18596,RO,Read Only
18597,MD,Not Specified
18598,RO,Read Only
18599,MD,Not Specified
18600,RO,Read Only
18601,RO,Read Only
18602,RN,RN
18603,RPh,Pharmacist
18604,MD,Not Specified
18605,RO,Read Only
18606,RN,RN
18607,Res,Resident/Fellow/PA/NP
18608,RO,Read Only
18609,MD,Not Specified
18610,NP,Resident/Fellow/PA/NP
18611,RO,Read Only
18612,MD,Not Specified
18613,MD,Not Specified
18614,MD,Not Specified
18615,MS,Not Specified
18616,MD,Not Specified
18617,MD,Read Only
18618,RO,Read Only
18619,MD,Read Only
18620,RO,Read Only
18621,MD,Not Specified
18622,ISOPS,Administrator
18623,RO,Read Only
18624,MS,Not Specified
18625,RO,Read Only
18626,RRT,Not Specified
18627,RO,Read Only
18628,MD,Not Specified
18629,MD,Read Only
18630,MD,Not Specified
18631,MD,Not Specified
18632,PCT,PCT/NA
18633,MD,Attending
18634,Res,Resident/Fellow/PA/NP
18635,Res,Resident/Fellow/PA/NP
18636,SRT,Not Specified
18637,MD,Not Specified
18638,RRT,Not Specified
18639,RN,Not Specified
18640,RO,Read Only
18641,Res,Resident/Fellow/PA/NP
18642,RO,Read Only
18643,RO,Read Only
18644,RO,Read Only
18645,RRT,Not Specified
18646,RPH,Pharmacist
18647,Res,Resident/Fellow/PA/NP
18648,RO,Read Only
18649,MD,Resident/Fellow/PA/NP
18650,NStude,Not Specified
18651,RN,Not Specified
18652,MD,Read Only
18653,RN,Not Specified
18654,RN,RN
18655,RN,Not Specified
18656,MD,Read Only
18657,9596,Resident/Fellow/PA/NP
18658,Res,Resident/Fellow/PA/NP
18659,MDs,Resident/Fellow/PA/NP
18660,MD,Not Specified
18661,RT,Respiratory
18662,Isops,Read Only
18663,RPh,Pharmacist
18664,RO,Read Only
18665,CRT,Not Specified
18666,Res,Resident/Fellow/PA/NP
18667,RT,Respiratory
18668,Admin,Administrator
18669,Res,Resident/Fellow/PA/NP
18670,RRT,Not Specified
18671,RO,Read Only
18672,RO,Read Only
18673,RN,Not Specified
18674,MD,Not Specified
18675,RN,RN
18676,RN,Not Specified
18677,PT,Not Specified
18678,MD,Not Specified
18679,RN,RN
18680,RO,Read Only
18681,RO,Read Only
18682,RO,Read Only
18683,RO,Read Only
18684,RN,Not Specified
18685,RN,Not Specified
18686,PCT,PCT/NA
18687,RO,Read Only
18688,RO,Read Only
18689,MD,Not Specified
18690,MDs,Read Only
18691,MD,Not Specified
18692,RN,Not Specified
18693,SRT,Respiratory
18694,MDs,Resident/Fellow/PA/NP
18695,RN,RN
18696,RO,Read Only
18697,MD,Resident/Fellow/PA/NP
18698,RO,Read Only
18699,St,Not Specified
18700,NP,Read Only
18701,RN,Not Specified
18702,RO,Read Only
18703,RO,Read Only
18704,PA,Not Specified
18705,RRT,Read Only
18706,NNP,Not Specified
18707,MD,Not Specified
18708,NP,Not Specified
18709,RN,Not Specified
18710,RO,Read Only
18711,RN,Not Specified
18712,RN,Not Specified
18713,ISSupp,Administrator
18714,MD,Not Specified
18715,RN,Not Specified
18716,RO,Read Only
18717,MD,Not Specified
18718,RO,Read Only
18719,RO,Read Only
18720,RN,Not Specified
18721,RN,Not Specified
18722,RRT,Respiratory
18723,RN,Not Specified
18724,MD,Not Specified
18725,RRT,Respiratory
18726,RO,Read Only
18727,RO,Read Only
18728,Rehab,Rehabilitation
18729,Res,Resident/Fellow/PA/NP
18730,RN,RN
18731,Rehab,Rehabilitation
18732,RN,RN
18733,PCA,Not Specified
18734,RRT,Not Specified
18735,Res,Resident/Fellow/PA/NP
18736,RO,Read Only
18737,MD,Not Specified
18738,MD,Not Specified
18739,RO,Read Only
18740,RN,RN
18741,Res,Resident/Fellow/PA/NP
18742,MD,Resident/Fellow/PA/NP
18743,Res,Resident/Fellow/PA/NP
18744,Res,Resident/Fellow/PA/NP
18745,MD,Read Only
18746,MD,Not Specified
18747,RO,Read Only
18748,MD,Not Specified
18749,MD,Not Specified
18750,MD,Not Specified
18751,MD,Not Specified
18752,MD,Not Specified
18753,MD,Not Specified
18754,RO,Read Only
18755,RN,Not Specified
18756,Med St,Not Specified
18757,MS,Not Specified
18758,MD,Resident/Fellow/PA/NP
18759,RO,Read Only
18760,MD,Resident/Fellow/PA/NP
18761,RO,Read Only
18762,MDs,Resident/Fellow/PA/NP
18763,MDs,Resident/Fellow/PA/NP
18764,MDs,Not Specified
18765,MD,Not Specified
18766,RO,Read Only
18767,MDs,Resident/Fellow/PA/NP
18768,RO,Read Only
18769,MD,Not Specified
18770,RO,Read Only
18771,RES,Not Specified
18772,MD,Resident/Fellow/PA/NP
18773,RO,Read Only
18774,MD,Resident/Fellow/PA/NP
18775,MDs,Resident/Fellow/PA/NP
18776,RO,Read Only
18777,RN,RN
18778,PCT,PCT/NA
18779,MDs,Resident/Fellow/PA/NP
18780,PA,Resident/Fellow/PA/NP
18781,RO,Read Only
18782,MD,Not Specified
18783,RN,Not Specified
18784,RN,RN
18785,RN,Not Specified
18786,LICSW,Social Worker
18787,RN,RN
18788,RN,Read Only
18789,RN,Not Specified
18790,MD,Not Specified
18791,RN,Not Specified
18792,RN,RN
18793,RN,RN
18794,RO,Read Only
18795,RT,Respiratory
18796,RN,Not Specified
18798,MD,Not Specified
18799,RO,Read Only
18800,RN,Not Specified
18801,RN,Not Specified
18802,Res,Resident/Fellow/PA/NP
18803,MS,Not Specified
18804,Rn,RN
18805,Rehab,Rehabilitation
18806,RO,Read Only
18807,CoWker,Not Specified
18808,Res,Resident/Fellow/PA/NP
18809,CM,Case Manager
18810,RN,RN
18811,CM,Case Manager
18812,SW,Social Worker
18814,Res,Resident/Fellow/PA/NP
18815,PC,Pastoral Care
18816,Res,Resident/Fellow/PA/NP
18817,RO,Read Only
18818,Res,Resident/Fellow/PA/NP
18819,MD,Attending
18820,RN,RN
18821,PCT,PCT/NA
18822,PCT,PCT/NA
18823,Rehab,Rehabilitation
18824,RN,RN
18825,RN,RN
18826,SW,Social Worker
18827,Rehab,Rehabilitation
18828,Res,Resident/Fellow/PA/NP
18829,Res,Resident/Fellow/PA/NP
18830,Rehab,Rehabilitation
18831,CM,Case Manager
18832,Res,Resident/Fellow/PA/NP
18833,RO,Read Only
18834,RO,Read Only
18835,RN,RN
18836,Rehab,Rehabilitation
18837,PCT,PCT/NA
18838,SNNP,Not Specified
18839,RO,Read Only
18840,CM,Case Manager
18841,RPH,Pharmacist
18842,RN,RN
18843,RT,Respiratory
18844,Rehab,Rehabilitation
18845,Res,Resident/Fellow/PA/NP
18846,RN,RN
18847,Res,Resident/Fellow/PA/NP
18848,Res,Resident/Fellow/PA/NP
18849,Res,Resident/Fellow/PA/NP
18850,RN,Not Specified
18851,RA,Read Only
18852,SN,Not Specified
